0.0000000e+00,-8.4428901e+00, 1.1483410e+01, 3.1687381e+01,-6.3281209e+00,-1.2006364e+01,-1.6511846e+01,-1.1375098e+01,-8.5270204e+00,-1.6834901e+01, 4.1790697e+00, 1.5983843e+01, 6.6800609e-01,-9.9961504e+00, 3.8081085e+00, 6.0094075e+00,-1.8945928e+01, 2.8232225e+01,-1.5679485e+01, 1.7765457e+01,-5.6135609e+00,-4.5739298e+00, 6.2122719e+00, 6.9449509e+00, 2.3227891e+01, 6.3082655e+00,-2.1816244e+00, 5.8198767e+00,-1.1705435e+01,-1.5560043e+01, 2.3065206e+01, 1.0445795e+01,-8.6242823e+00,-1.3058947e+01,-2.3585405e+00, 1.0455442e+01,-2.7122816e+00,-1.6027336e+01,-1.5346032e+01, 9.7465102e-02, 1.0828403e+00,-8.6083768e+00, 3.5347708e-01,-1.1151784e+01,-1.0741678e+01,-9.7140581e+00, 5.1858454e+00,-1.4655324e-01, 8.5740689e+00,-4.1735395e+00, 7.8479251e+00, 7.4373519e-01, 7.3733146e+00, 8.5275476e+00, 8.7204351e+00, 8.4965468e+00,-2.3837998e+00,-1.2016379e+01, 3.4707076e+00,-1.6417838e+00, 4.6379891e+00, 4.4646438e+00, 1.3871773e+01, 8.8840695e+00, 1.0166639e+01, 3.8024800e+00, 7.2487507e+00,-1.1095183e+00,-1.7228867e+00, 1.8565904e+00, 5.1517761e+00, 2.6847232e+00, 7.1372062e-01,-3.0714658e+00, 2.8710136e+00, 2.0531910e+00, 4.2149379e+00, 3.6049499e+00, 1.3189888e+00, 6.1019335e+00, 1.0898533e+01,-4.8392001e-01,-5.2835282e+00, 9.9049727e+00,-2.8771326e+00, 6.7034302e+00, 6.9071947e+00,-3.0702857e+00,-4.0474103e-01,-3.6367908e+00,-1.2857444e+00,-2.2997185e+00,-2.2880795e+00,-1.9680066e+00,-4.6981553e+00,-5.3711521e-01, 2.5110506e+00, 9.1324098e-01,-1.2258402e+00,-7.6496246e-02
-8.4428901e+00, 0.0000000e+00,-2.9678077e+01, 8.2194697e+00, 3.1456382e+01, 3.6703312e+01, 3.6304109e+01, 1.7324232e+01, 3.5485643e+01, 3.1964101e+01,-3.2636039e+00, 2.5731600e+01, 2.9628165e+01, 3.4589287e+01,-2.5698782e+01, 2.6704668e+01, 1.5681423e+01, 8.1069573e+00,-2.8445273e-01, 9.0862938e+00,-8.2638579e+00,-1.6806108e-01, 1.4525636e+01,-2.0991239e+01, 1.7354026e+01,-1.9931399e+01, 2.7212250e+01,-2.3417729e+00, 2.0962615e+01, 1.1084049e+01, 1.0094781e+01,-9.6616736e+00, 1.4402919e+01, 2.2070609e+01,-1.0745771e+01,-4.7797244e+00,-2.3675421e+01, 2.2206176e+01, 1.2152813e+01, 1.4152514e+01,-1.7384234e+01,-2.6489654e-01, 1.7160532e+01, 1.0845437e+01, 1.9772156e+01, 8.9728602e+00,-8.5781913e+00, 1.7658974e+01,-1.9653789e+01, 1.8430008e+01, 4.6598068e+00,-1.5009373e+01, 1.5077624e+00, 1.0427038e+01,-2.1082728e+01,-6.6529162e-01, 2.0222178e+01, 7.6448840e-01,-2.4496991e+01, 2.1078746e+00,-2.0293031e+01,-1.0270920e+01,-1.6424764e+01,-2.1354338e+01,-1.9008480e+01,-1.9249548e+01,-9.9014964e+00,-2.4802695e+01,-1.5147063e+01,-1.2760176e+01,-1.4300646e+01, 1.1193791e+01,-1.6205857e+01,-1.2503865e+01,-1.6336135e+01,-2.3456899e+01,-1.5367246e+01,-1.2636597e+01,-1.2268139e+01,-7.9253945e+00, 9.7016613e-01,-2.4635519e+00,-1.2621577e+01, 1.2229686e+01,-1.1782972e+01, 1.5274593e+00, 6.0780773e+00,-1.9865923e+00,-1.1858741e+01,-1.8465619e+01,-1.3038851e+00,-6.0637126e+00,-6.3742628e+00,-1.4808696e+01,-1.2262218e+01,-1.2419759e+01, 1.9829640e+00, 1.3345882e+00,-5.9423199e+00,-1.5772128e+00
1.1483410e+01,-2.9678077e+01, 0.0000000e+00,-9.0416565e+00,-2.3637792e+01,-2.3988390e+01,-2.8147256e+01,-1.0036756e+01,-2.9464220e+01,-3.1204051e+01, 9.5943777e+00,-2.7701855e+00,-2.1305278e+01,-2.9056136e+01, 2.8185296e+01,-2.2560867e+01,-2.8901642e+01,-3.3230616e+00,-2.6252726e+01, 1.2632480e+01, 1.4526750e+01,-1.5645998e+01,-1.7571849e+01, 1.8502210e+01,-1.1487829e+01, 2.7361238e+01,-2.6988013e+01, 1.7776383e+01,-3.2049094e+01,-1.3928831e+01,-6.2779083e+00, 2.0995050e+01,-2.1101542e+01,-3.0334097e+01, 1.7441105e+01, 2.1410448e+01, 2.2556924e+01,-2.3289097e+01,-1.3654012e+01,-2.0519929e+01, 1.0069151e+01, 1.4807509e+01,-7.1596661e+00,-2.8404512e+01,-2.1536569e+01,-1.4725366e+01, 1.3640931e+01, 8.7665283e+00, 2.2704185e+01,-2.6391672e+01, 1.6251636e+01, 1.8775125e+01,-1.6290021e+01, 3.6504229e+00, 2.7672917e+01, 4.7277676e+00,-2.2443734e+01,-1.5954772e+01, 2.5951007e+01, 6.2482355e+00, 2.2678002e+01, 1.8079700e+01, 2.3714886e+01, 2.4030465e+01, 2.2305823e+01, 1.8978674e+01, 1.4426681e+01, 2.5220584e+01,-1.4808886e+00, 7.5053490e+00, 1.7957587e+01, 3.5486146e+00, 1.5157254e+01, 6.3904348e+00, 2.2831666e+01, 2.3059368e+01, 1.0468116e+01,-7.7541799e-01, 5.5361972e+00, 1.8629439e+01, 1.2784090e+01,-2.8435502e+00, 2.4880115e-01,-1.3215152e+00,-1.3022309e+00, 7.3354507e+00,-5.9209731e+00,-1.4142403e+01,-8.4669739e+00, 7.5806124e+00,-3.6046541e+00,-2.4253924e+00,-5.6026907e+00,-5.8344969e+00,-2.6354703e+00, 7.5095325e+00,-4.6724708e-01,-2.0909866e+00, 4.9744662e+00, 4.6849862e+00
3.1687381e+01, 8.2194697e+00,-9.0416565e+00, 0.0000000e+00, 1.9924256e+01, 1.3250897e+01, 8.6084027e+00, 7.1445801e-01, 1.7114797e+01, 7.6994300e+00,-6.5094268e+00, 1.8522286e+01, 2.2860216e+01, 1.4806515e+01,-5.5438384e+00, 2.3272326e+01,-3.3952997e+00, 3.1229999e+01,-1.7315264e+01, 6.3452898e+00, 5.2334652e+00,-7.2176303e+00,-2.0448638e+00,-1.3663319e+00, 2.8022406e+01,-1.8421940e+01, 1.0747387e+01, 6.1623020e-01, 1.2937989e+01, 8.5926540e-01, 2.7971916e+01,-4.1028134e+00,-9.5548824e+00,-4.1346113e+00, 7.7503877e+00, 6.6581162e+00,-2.6234654e+00, 1.0186708e+01, 3.6814517e+00, 9.6796819e+00, 2.2742131e+00,-3.7343492e+00,-9.7652644e+00, 1.4713972e+01,-9.4901181e-02, 8.1553348e+00,-8.0187132e+00,-4.1951423e+00,-5.7894248e+00, 4.7659445e+00, 9.5822078e-01,-6.6748924e+00, 1.2363004e+00, 5.5187873e+00,-2.8577365e+00,-2.9173673e+00, 8.9175621e+00,-9.3733820e+00,-1.1316950e+01, 1.8740134e+00,-1.0331912e+01,-8.3859757e+00, 6.2554147e+00,-7.1431720e+00,-1.7650563e+00,-1.2297329e+01, 4.8641353e-02,-1.0954343e+01,-8.6427975e+00,-5.8783413e+00, 9.6184338e-01, 9.0239957e+00,-1.1696084e+01,-5.5947534e+00,-5.8303325e+00,-8.7645713e+00,-7.4582712e+00,-5.1900474e+00,-7.6237146e+00, 4.4001685e+00, 6.0797128e+00,-1.5579815e+00,-1.0467373e+01, 7.5358996e+00,-9.9452029e+00, 3.2196244e+00, 3.9168124e+00,-5.8789904e-01,-5.8618740e+00,-1.3151250e+01, 1.0072484e+00,-4.6622476e+00,-5.8703102e+00,-9.6851311e+00,-8.0881904e+00,-6.1070945e+00, 2.7075264e+00, 9.2374326e-01,-5.5557464e+00,-7.5006062e-01
-6.3281209e+00, 3.1456382e+01,-2.3637792e+01, 1.9924256e+01, 0.0000000e+00, 3.3370000e+01, 3.3026112e+01, 4.9320765e+00, 3.3152062e+01, 2.8430952e+01, 1.0906462e+01, 2.0399998e+01, 3.5937630e+01, 3.1297107e+01,-1.9077603e+01, 3.5088368e+01, 1.6383058e+01, 1.9302685e+01, 4.0911938e+00,-9.2494087e-01,-8.9911251e+00, 1.6624148e+00, 8.4186371e+00,-2.0285663e+01, 2.2563361e+01,-2.4807602e+01, 1.8378290e+01,-5.7863855e+00, 2.6947107e+01, 5.8496388e+00, 1.8247593e+01,-3.4251358e+00, 1.5065025e+01, 1.7746098e+01,-1.0193578e+01,-8.9960798e+00,-2.0083385e+01, 2.8133235e+01, 1.0775104e+01, 2.3708237e+01,-1.4750036e+01, 5.5392943e+00, 1.4363509e+01, 2.0987201e+01, 1.5396231e+01, 6.5644894e+00,-1.1315806e+01, 1.1653387e+01,-1.5286939e+01, 1.6943553e+01, 4.5982090e+00,-1.1141471e+01, 4.3372892e+00, 5.5867786e+00,-1.0045729e+01, 5.9719115e+00, 1.7136097e+01,-4.9454742e-01,-2.1072016e+01, 2.2601339e+00,-1.5839357e+01,-9.3708474e+00,-1.3378650e+01,-1.8786165e+01,-1.6687931e+01,-1.1973779e+01,-6.4408365e+00,-2.1807039e+01,-1.2962516e+01,-1.1935326e+01,-1.5161676e+01, 1.0533077e+01,-1.3618111e+01,-1.1733025e+01,-1.3178299e+01,-2.1723955e+01,-1.4924614e+01,-9.1965051e+00,-1.2915449e+01,-2.6490603e+00, 7.3010230e-01,-1.8754665e+00,-1.4986735e+01, 8.6221718e+00,-1.1613861e+01, 2.3783346e+00, 2.7014125e+00,-8.2109581e-02,-8.5436953e+00,-1.7331519e+01, 6.4890573e-02,-2.1195885e+00,-6.4668695e+00,-1.4226513e+01,-1.1502037e+01,-1.2922435e+01, 1.5916956e+00, 6.2550298e-01,-6.4822914e+00,-1.0898975e+00
-1.2006364e+01, 3.6703312e+01,-2.3988390e+01, 1.3250897e+01, 3.3370000e+01, 0.0000000e+00, 3.4619681e+01, 1.0619001e+01, 3.4204218e+01, 2.9484807e+01, 4.3008479e+00, 2.5108147e+01, 2.8358238e+01, 3.2581741e+01,-2.0029029e+01, 2.6842739e+01, 1.5568768e+01, 1.3532953e+01,-5.0860762e-01, 1.1018509e+01,-5.8926079e+00,-1.5638745e+00, 1.1185467e+01,-1.1899850e+01, 1.8380170e+01,-2.2249251e+01, 2.3019467e+01,-4.3203773e+00, 2.1408271e+01, 1.1031715e+01, 1.3856494e+01, 1.0407314e+00, 9.1820077e+00, 1.9196615e+01,-5.7950667e+00,-4.5931532e+00,-2.1442966e+01, 2.6131255e+01, 1.3258954e+01, 1.7354034e+01,-1.4354124e+01, 6.8015775e-02, 1.3995909e+01, 1.3075852e+01, 1.4741860e+01, 7.2807504e+00,-8.6412953e+00, 1.3366685e+01,-1.4982661e+01, 1.6238579e+01, 5.6908550e+00,-9.5240502e+00, 2.5779117e+00, 8.4906482e+00,-1.0856610e+01, 1.9886078e+00, 1.6982695e+01,-7.2147687e-01,-2.0828996e+01, 3.1492168e+00,-1.5570000e+01,-2.8694274e+00,-1.2443264e+01,-1.7983809e+01,-1.5766123e+01,-1.4317549e+01,-5.4053525e+00,-2.1795272e+01,-1.3055564e+01,-1.1459119e+01,-1.0681027e+01, 1.0539075e+01,-1.3777463e+01,-1.0643251e+01,-1.2044289e+01,-2.1173829e+01,-1.2996083e+01,-9.9098424e+00,-1.1848569e+01,-1.4614688e+00, 3.0821247e+00,-2.0665622e+00,-1.3911109e+01, 1.0222490e+01,-1.0612744e+01, 2.5021504e+00, 4.1081910e+00,-4.1709299e-02,-1.0267155e+01,-1.7446426e+01, 5.1166515e-01,-3.5545897e+00,-6.0514121e+00,-1.1762787e+01,-1.2227164e+01,-1.1671541e+01, 1.2726144e+00, 1.6477033e+00,-6.8817257e+00,-6.3668749e-01
-1.6511846e+01, 3.6304109e+01,-2.8147256e+01, 8.6084027e+00, 3.3026112e+01, 3.4619681e+01, 0.0000000e+00, 1.8688889e+01, 3.4825861e+01, 3.2504812e+01,-7.6454816e+00, 2.0661604e+01, 3.1507513e+01, 3.4994682e+01,-2.1859497e+01, 2.9235054e+01, 2.0673048e+01, 8.0594971e+00,-1.7838791e+00,-5.0694130e+00, 1.7935085e+00,-5.8043936e+00, 1.3086702e+00,-2.0013324e+01, 1.6848500e+01,-2.2605140e+01, 2.3818522e+01,-1.1303604e+00, 2.2771737e+01, 1.7916476e+01, 9.3462036e+00,-7.9849258e+00, 1.0451503e+01, 1.9630538e+01,-1.2195799e+00,-4.1587791e+00,-1.6528300e+01, 2.7126070e+01, 1.8467086e+01, 1.8555426e+01,-1.2944754e+01, 7.8241341e+00, 9.5931689e+00, 1.7403598e+01, 2.1779048e+01, 1.4324816e+01,-7.1177259e+00, 1.5878659e+01,-1.9174488e+01, 1.5019085e+01, 2.2341783e+00,-1.1047603e+01, 2.0126363e+00, 5.1835816e+00,-1.8614226e+01,-7.4254946e-01, 1.9462232e+01, 1.8271739e+00,-2.3475809e+01, 4.0951449e+00,-1.9945593e+01,-1.4503400e+01,-1.5082243e+01,-2.0924296e+01,-1.9401059e+01,-1.9354368e+01,-1.0896024e+01,-2.2329635e+01,-1.4997786e+01,-1.4706730e+01,-1.4413033e+01, 1.3260099e+01,-1.8431202e+01,-1.0778299e+01,-1.4645140e+01,-2.2264917e+01,-1.7515173e+01,-1.3390080e+01,-1.2983736e+01,-3.5587617e+00,-2.3777971e+00,-4.1939013e+00,-1.2498814e+01, 7.4239680e+00,-1.2116522e+01, 5.1588731e-01, 2.6373281e+00,-1.9263916e+00,-1.1405996e+01,-1.8778448e+01,-1.3154215e+00,-6.8925114e+00,-7.8519654e+00,-1.5475973e+01,-1.2436627e+01,-1.2691963e+01,-1.3255055e-01, 1.2459999e+00,-7.3182389e+00,-1.4144398e+00
-1.1375098e+01, 1.7324232e+01,-1.0036756e+01, 7.1445801e-01, 4.9320765e+00, 1.0619001e+01, 1.8688889e+01, 0.0000000e+00, 1.7225760e+01, 2.2435698e+01,-1.8503603e+01,-1.2683084e-01, 1.1063135e+01, 2.0742507e+01,-9.2894200e+00, 1.3357999e+01, 2.0052997e+01,-5.0305175e+00,-1.2021000e+01,-2.4219975e+01, 1.5357675e+01,-2.2569120e+01,-1.7831330e+01,-1.4588677e+01, 6.8427603e+00,-1.2662121e+01, 2.4854624e+01, 1.0209956e+01, 2.7251518e+00, 2.5800628e+01,-4.7983558e+00,-1.2102319e+01,-1.5525952e+01, 7.1627402e+00, 1.5587146e+01, 9.6996276e+00, 6.2672577e+00, 1.9022096e+01, 2.5965611e+01, 3.0728150e+00,-6.7204699e+00, 1.2294602e+01,-8.9902582e+00, 8.6225526e+00, 2.6439273e+01, 2.4656349e+01, 8.7038915e+00, 1.5317879e+01,-1.7974366e+01, 1.0241172e+01,-6.3541685e+00,-4.4715528e+00,-5.3505443e-01,-2.0273637e+00,-1.4251094e+01,-6.2123206e+00, 9.8160579e+00, 9.1558394e+00,-1.7890648e+01, 8.1936750e+00,-2.1644147e+01,-1.7391090e+01,-1.4328811e+01,-1.8009017e+01,-1.5603163e+01,-1.8722244e+01,-1.3313745e+01,-1.3201073e+01,-1.7736107e+01,-1.9102074e+01,-1.0905653e+01, 1.7286915e+01,-1.9829417e+01,-1.1697532e+01,-9.1596791e+00,-1.7462157e+01,-1.9757178e+01,-1.8991020e+01,-1.2170388e+01,-2.4372631e-01,-5.7219654e+00,-8.1805959e+00,-1.0327840e+01, 3.8376430e+00,-1.3369627e+01,-5.0336278e+00,-7.7927782e-01,-9.3787019e+00,-1.7745468e+01,-1.8401696e+01,-1.8111390e-01,-8.5301165e+00,-3.6741953e+00,-1.6875865e+01,-1.1904833e+01,-1.2584749e+01, 5.2499033e-01,-8.5013625e-01,-5.3911059e+00,-3.5017114e+00
-8.5270204e+00, 3.5485643e+01,-2.9464220e+01, 1.7114797e+01, 3.3152062e+01, 3.4204218e+01, 3.4825861e+01, 1.7225760e+01, 0.0000000e+00, 3.2893396e+01,-4.6350600e+00, 2.2756912e+01, 3.0675413e+01, 3.3310959e+01,-2.5755554e+01, 2.8938859e+01, 1.5282932e+01, 1.5366793e+01,-6.4000193e+00, 4.5358243e+00,-4.6599204e+00, 1.0971705e+00, 1.0160559e+01,-2.0964976e+01, 1.9948211e+01,-2.3809841e+01, 2.5389435e+01,-5.7455299e+00, 2.1551976e+01, 1.4021952e+01, 1.7421059e+01,-1.3538120e+01, 1.0918323e+01, 1.9918935e+01,-9.7356538e+00,-6.4228839e+00,-2.0710070e+01, 2.5687530e+01, 1.7426574e+01, 1.5393489e+01,-1.3911932e+01,-2.7734164e-01, 1.0837477e+01, 1.8426085e+01, 1.9138195e+01, 1.4368147e+01,-1.3175005e+01, 1.0623394e+01,-1.9750179e+01, 1.7293321e+01,-4.0721732e-01,-1.5726974e+01, 4.9824974e-01, 5.4334122e+00,-2.2205628e+01,-5.8319030e+00, 2.0379060e+01, 6.7496935e-01,-2.3722697e+01, 3.0388933e+00,-2.0945460e+01,-1.4162225e+01,-1.2913338e+01,-2.1484824e+01,-1.6927513e+01,-1.9458704e+01,-9.6080797e+00,-2.4732364e+01,-1.3374171e+01,-1.3034049e+01,-1.2946899e+01, 1.0632942e+01,-1.6051558e+01,-1.3072430e+01,-1.5123149e+01,-2.3046736e+01,-1.7153835e+01,-1.2429064e+01,-1.4542440e+01,-8.3500924e+00,-2.9891563e+00,-3.3617690e+00,-1.2027130e+01, 9.5564638e+00,-1.1842688e+01, 1.7369893e-01, 3.5117069e+00,-1.1350768e+00,-1.0281413e+01,-1.7069260e+01, 3.0258953e-01,-5.6640593e+00,-7.6995672e+00,-1.2576618e+01,-1.1514485e+01,-1.2467092e+01, 7.8496288e-01, 1.3593209e+00,-6.3006665e+00,-2.4086496e+00
-1.6834901e+01, 3.1964101e+01,-3.1204051e+01, 7.6994300e+00, 2.8430952e+01, 2.9484807e+01, 3.2504812e+01, 2.2435698e+01, 3.2893396e+01, 0.0000000e+00,-1.5284700e+01, 8.7868170e+00, 2.9760792e+01, 3.3474317e+01,-2.5913709e+01, 2.5004171e+01, 1.9809403e+01,-2.9900067e-02,-7.3367905e+00,-3.0681554e+00, 1.6111691e+00, 7.2899209e-01, 1.6718807e+00,-2.3463043e+01, 1.0243083e+01,-2.6716979e+01, 2.5943461e+01,-7.1666558e+00, 2.0395995e+01, 2.1117453e+01, 2.7280969e+00,-1.8667278e+01, 1.1451937e+01, 1.8974326e+01,-4.9228784e+00,-7.7223139e+00,-1.2927207e+01, 2.5897198e+01, 2.2053838e+01, 9.0827450e+00,-1.1678225e+01, 2.2085023e+00,-1.5636901e-01, 1.9089348e+01, 2.4052869e+01, 2.1014796e+01,-1.2105144e+01, 1.0222379e+01,-2.3071751e+01, 1.7857665e+01,-3.9773736e+00,-1.7378032e+01,-5.4052244e+00, 7.6734598e-01,-2.4050667e+01,-1.3426204e+01, 2.2483238e+01, 5.5790454e+00,-2.4582206e+01, 2.7984363e+00,-2.4188355e+01,-1.9876853e+01,-1.5145717e+01,-2.4025238e+01,-2.0349504e+01,-2.3298964e+01,-1.4567395e+01,-2.3350852e+01,-1.2416332e+01,-1.4106558e+01,-1.3654541e+01, 9.2630429e+00,-1.8189105e+01,-1.0610850e+01,-1.4909053e+01,-2.3507299e+01,-2.0609782e+01,-1.4171988e+01,-1.5201595e+01,-1.1059342e+01,-8.9155711e+00,-2.9450052e+00,-9.0448884e+00, 2.4488120e+00,-1.1677139e+01,-5.4817304e+00,-1.7282840e+00, 3.4480467e-01,-1.1626650e+01,-1.6777064e+01,-8.0527749e-02,-7.4196906e+00,-6.6035941e+00,-1.1701848e+01,-7.9555961e+00,-1.0613961e+01,-1.5466609e+00,-1.6248821e-01,-6.2978923e+00,-2.6287603e+00
