0.0000000e+00,-3.5845112e+01, 2.3963393e+01, 2.3571245e+01, 1.2195012e+01,-2.1047233e+01,-8.3906203e+00, 1.6985555e+01,-2.8196129e+01,-1.2659129e+01, 1.5115422e+01,-2.6499460e+01, 3.6945514e+01,-1.5901074e+01, 2.2144753e+01,-1.0124432e+01,-2.2642204e+01,-4.0816620e-01, 7.4596458e+00, 4.7168254e+00,-6.6812487e+00, 4.2802015e+00,-1.9480001e+01, 2.8460184e+01,-1.0454766e+01
-3.5845112e+01, 0.0000000e+00,-1.5284781e+01,-2.5823405e+01,-1.0580513e+01,-4.0639372e+00, 1.9063371e+01,-2.4043510e+01,-3.2669885e+01,-1.9408639e+00, 2.4519071e+01,-3.3472310e+01, 1.8870822e+01, 3.3984639e+00, 1.2143993e+01, 2.4762114e+01,-3.7148672e+01, 2.6678760e+01, 1.9859864e+01, 9.9232694e+00,-1.8983850e+01,-2.8095400e+01, 1.2006651e+01, 9.7096983e+00,-2.2663995e+01
2.3963393e+01,-1.5284781e+01, 0.0000000e+00, 2.1055605e+01,-2.6057604e+01, 1.9916873e+01,-4.1938747e+00, 2.2619342e+01, 2.5035134e+01,-1.9958874e+01,-1.8367878e+01,-1.0711021e+01, 1.6777011e+01, 8.7087455e+00, 2.6063530e+01,-1.9101689e+01,-8.5850402e+00,-6.9181052e+00,-1.1652317e+01,-1.3571112e+01,-5.8341979e+00,-1.3683671e+01,-8.5546176e+00,-1.7869190e+01,-3.6292684e+00
2.3571245e+01,-2.5823405e+01, 2.1055605e+01, 0.0000000e+00, 1.1159530e+01, 1.6316793e+01, 3.6293517e+00, 1.2494810e+01, 3.4405242e+00, 1.9371450e+01,-2.0978367e+01,-1.6046682e+01, 3.6760445e+00, 1.2857256e+00, 2.1152454e+01, 1.3029544e+01,-1.8624385e+01,-7.6529761e-01,-1.7581938e+01,-2.7112221e+00, 1.8258782e+00,-8.3631877e+00, 1.2405098e+01, 2.4282865e+01,-2.7658105e+01
1.2195012e+01,-1.0580513e+01,-2.6057604e+01, 1.1159530e+01, 0.0000000e+00, 1.0319569e+01, 1.1387015e+01,-2.8413178e+01, 2.1043003e+01, 1.0581328e+01,-1.9674131e+01, 1.7261366e+00,-2.1812160e+00,-2.0867646e+01,-3.1323513e+00, 1.7630282e+01,-2.3028999e+01, 7.9041664e+00, 3.0672095e+01, 2.0434381e+01, 2.5101344e+01,-3.7789279e+00, 3.1893736e+01,-2.5210061e+01,-1.3045774e+01
-2.1047233e+01,-4.0639372e+00, 1.9916873e+01, 1.6316793e+01, 1.0319569e+01, 0.0000000e+00, 9.1646998e+00,-8.7648320e+00, 7.7756896e+00, 1.4499757e+01,-6.4699210e+00, 6.7775497e+00, 1.3754978e+01, 2.8594648e+01, 5.5140423e+00,-4.2086202e+00, 4.2958715e+00,-2.4519827e+00, 7.4780971e+00, 6.1980858e+00,-1.5484480e+01, 1.1446394e+01, 9.1627188e+00, 2.2394950e+01,-9.8712638e+00
-8.3906203e+00, 1.9063371e+01,-4.1938747e+00, 3.6293517e+00, 1.1387015e+01, 9.1646998e+00, 0.0000000e+00,-5.4839308e+00,-2.5770992e+01, 1.9438284e+01,-2.7514009e+01, 3.8752647e+00,-1.6803491e+01,-2.1995335e+01, 2.9822322e+01,-3.4940225e+00,-1.9321222e+01, 2.1840384e+01,-2.0611988e+01,-4.7376129e+00, 9.9814656e+00,-2.3977056e+01, 1.7036624e+01, 3.1320325e+00, 4.8976379e+00
1.6985555e+01,-2.4043510e+01, 2.2619342e+01, 1.2494810e+01,-2.8413178e+01,-8.7648320e+00,-5.4839308e+00, 0.0000000e+00, 2.4096243e+01,-1.5039321e+01, 2.3823093e+01, 2.7611051e+01,-2.8914909e+01,-1.4452735e+01, 2.8895696e+00, 1.9660164e+01, 2.7160464e+01, 2.4840067e+00,-1.2676308e+01, 7.2186781e+00, 1.5351905e+01, 1.9898156e+01,-2.1539576e+01, 1.8946543e+00, 4.2674080e+00
-2.8196129e+01,-3.2669885e+01, 2.5035134e+01, 3.4405242e+00, 2.1043003e+01, 7.7756896e+00,-2.5770992e+01, 2.4096243e+01, 0.0000000e+00, 3.7686468e+01, 1.7561157e+01,-9.8639270e+00,-1.8749526e+01,-1.3134692e+01, 1.2269441e+01, 1.4247040e+01,-2.8599531e+01,-2.1969039e+01,-1.4546049e+01,-1.2698571e+01,-1.7378202e+01,-2.9045046e+01, 3.0408676e+01,-1.8348111e+01, 2.2846375e+01
-1.2659129e+01,-1.9408639e+00,-1.9958874e+01, 1.9371450e+01, 1.0581328e+01, 1.4499757e+01, 1.9438284e+01,-1.5039321e+01, 3.7686468e+01, 0.0000000e+00, 2.1710329e+01,-4.3816523e+00, 1.5806467e+01,-1.3526950e+01,-2.2113631e+01,-1.1398879e+00,-7.6329734e+00, 2.8392731e+01, 3.8069040e+00, 9.3040255e-01,-4.5507052e+00,-1.6043311e+01,-2.3732269e+01,-2.0420435e+01, 2.3771403e+01
