0.0000000e+00,-1.8678514e+01,-1.8234413e+01,-1.2856198e+01, 2.1626889e+01, 1.4742114e+01, 5.8658463e+00, 1.5455517e-01,-1.1832377e+01,-1.5563506e+01, 6.9573294e+00, 8.4651517e+00, 1.0316676e+01,-7.5883148e+00,-1.3718066e+01, 1.0598352e+01,-1.8365203e+01, 1.8066672e+01, 2.0572360e+01,-2.1931031e+01,-5.2292608e+00, 1.3643899e+01,-1.5355872e+01,-1.9437190e+01, 3.3965331e+00, 8.5101767e-01, 2.3345344e+01, 1.7100867e+01, 8.7164562e+00, 8.3696469e+00, 2.1605625e+01,-1.5891648e+01,-1.6197353e+01,-5.0182220e+00, 8.5808517e+00, 8.9167569e+00,-1.2345524e+01,-5.5908029e+00, 1.3357347e+01,-1.0954896e+01, 1.4286208e+01, 1.3751471e+01, 1.1808396e+01,-1.2462126e+00,-2.9728776e+00, 1.0253636e+00, 6.4487181e+00, 7.7087971e+00, 3.4257737e+00, 2.0650958e+00
-1.8678514e+01, 0.0000000e+00, 3.7688159e+01, 2.9185580e+01, 2.3362176e+01,-2.9760731e+01,-2.7988037e+01,-1.3135938e+01, 2.2242718e+01, 3.4009913e+01, 3.0867053e+01,-8.2827207e+00,-2.0253762e+01,-6.8284088e+00, 2.0689703e+01, 7.4184288e-01, 2.5601128e+01,-1.5032260e+01, 5.9888393e+00, 8.1023124e+00, 1.4011490e+01,-4.1903154e+00, 2.4067926e+01, 1.8026023e+01, 6.9356536e+00,-7.2335415e+00, 1.2584792e+01, 2.0960340e+01,-3.7046600e+00,-9.6636519e+00, 1.1806561e+01, 1.5160305e+01, 1.3849183e+01, 4.5498616e+00,-2.5694542e+01,-1.9631869e+01, 1.0278178e+01,-8.9642176e+00,-2.2891003e+01, 2.0584517e+01,-2.0647123e+01,-2.2648890e+01,-8.4008767e+00,-1.4991526e+01,-2.0786994e+01,-7.4215757e+00,-5.5067887e+00,-2.2013906e+01,-1.4249980e+01,-2.7871574e+00
-1.8234413e+01, 3.7688159e+01, 0.0000000e+00, 3.0699737e+01, 2.2935669e+01,-2.6630933e+01,-2.5168977e+01,-1.0641920e+01, 1.6158619e+01, 3.4240255e+01, 2.8484998e+01,-1.5722023e+01,-1.6387813e+01,-8.0778721e+00, 1.7873566e+01,-2.0224201e+00, 1.9857588e+01,-1.3006603e+01, 4.2241769e+00, 4.8593408e+00, 1.3682407e+01,-5.7456266e+00, 2.5932585e+01, 1.6272734e+01, 5.8926086e+00,-5.6724583e+00, 1.8868750e+01, 2.1389529e+01,-7.1286145e+00,-8.9232661e+00, 1.8130776e+01, 1.7430869e+01, 1.7188691e+01, 4.3505451e+00,-2.3011348e+01,-1.8206785e+01, 1.1862058e+01,-7.7254081e+00,-1.8990528e+01, 1.8110602e+01,-1.6708504e+01,-1.9716311e+01,-7.2168573e+00,-1.4053290e+01,-1.8677646e+01,-5.9484502e+00,-6.8964545e+00,-1.7985882e+01,-1.0115124e+01,-3.3131935e+00
-1.2856198e+01, 2.9185580e+01, 3.0699737e+01, 0.0000000e+00, 3.2089491e+01,-3.0136110e+01,-2.5220217e+01,-7.2394675e+00, 1.6665262e+01, 3.0055667e+01, 2.3114812e+01,-2.2920006e+01,-1.4528836e+01,-4.2054609e+00, 1.2431321e+01,-5.9081761e+00, 2.4361127e+01,-2.1123617e+01,-1.2063608e+01, 2.0535708e+01, 2.1113932e+01,-9.5302812e+00, 2.7142144e+01, 1.6271091e+01,-8.5440557e-01,-3.3224212e+00, 2.2909248e+01, 2.5160492e+01,-1.0192409e+01,-7.3464778e+00, 2.0156312e+01, 1.6141338e+01, 1.4782403e+01, 3.3983312e+00,-2.4932205e+01,-1.8504912e+01, 1.2726221e+01,-4.3787314e+00,-1.8308941e+01, 1.3425593e+01,-1.7812786e+01,-1.8360235e+01,-1.4476645e+01,-1.3125244e+01,-1.7701388e+01,-2.8908020e+00,-5.9886098e+00,-1.8232731e+01,-7.8367644e+00,-4.7605825e+00
2.1626889e+01, 2.3362176e+01, 2.2935669e+01, 3.2089491e+01, 0.0000000e+00,-1.9634088e+01,-2.2501331e+01,-1.2175718e+01, 8.1537012e+00, 2.4716005e+01, 2.4964945e+01,-2.1651385e+01,-4.3616485e+00,-1.4796606e+01, 7.4378717e+00, 9.9493366e-01, 2.0219045e+01,-4.4551470e+00,-7.8694025e+00, 9.3341817e+00, 1.7120855e+01,-2.8269352e+00, 2.2330496e+01, 5.2304404e+00, 7.6097193e-01, 9.3169689e-02, 2.9761213e+01, 2.9772256e+01,-2.9684537e+00,-4.8263315e+00, 2.7753027e+01, 5.1156846e+00, 6.6746111e+00, 3.3432604e+00,-2.0329994e+01,-1.4524203e+01, 7.8522863e+00,-3.8631011e+00,-1.0307058e+01, 1.1185164e+01,-1.1588021e+01,-1.2062597e+01,-6.2226212e+00,-1.4056515e+01,-1.9644306e+01,-5.3677159e+00,-2.8174615e+00,-1.3921489e+01,-1.1100786e+01,-1.6061734e+00
1.4742114e+01,-2.9760731e+01,-2.6630933e+01,-3.0136110e+01,-1.9634088e+01, 0.0000000e+00, 2.6192094e+01, 1.4882165e+01,-2.7559423e+01,-2.1011743e+01,-1.8136133e+01, 1.7336219e+01, 2.0848547e+01,-1.7097803e+01,-1.5841271e+01, 1.3627215e+01,-2.7120366e+01, 2.2856061e+01, 1.1143415e+01,-2.3901283e+01,-1.7860831e+01, 1.4409823e+01,-2.5620396e+01,-2.7888647e+01,-6.6350259e+00, 6.9964932e+00,-1.3221358e+01,-1.9045363e+01, 1.4335544e+01, 9.4792286e+00,-1.3507357e+01,-1.7925984e+01,-1.7504610e+01,-1.3263230e+01, 2.7143228e+01, 1.7284023e+01,-1.4752770e+01, 5.5330275e+00, 2.2718343e+01,-1.9406795e+01, 2.2039771e+01, 2.0781963e+01, 1.3027371e+01, 5.8111684e+00, 5.6327427e+00,-2.7055473e+00, 6.7319220e+00, 2.5880402e+01, 2.9410527e+00, 5.4389267e+00
5.8658463e+00,-2.7988037e+01,-2.5168977e+01,-2.5220217e+01,-2.2501331e+01, 2.6192094e+01, 0.0000000e+00, 1.5760004e+01,-2.5787334e+01,-1.9341530e+01,-2.0041263e+01, 1.7893721e+01, 1.7564777e+01, 1.3517448e+00,-9.1638041e+00, 1.2230997e+01,-2.1966298e+01, 9.4142332e+00,-7.4445541e+00,-1.0326363e+01, 3.8422861e+00, 1.9782372e+01,-2.3368818e+01,-2.0299206e+01,-9.4593763e+00, 9.4797448e+00,-1.5422590e+01,-1.7109330e+01, 8.1694897e+00, 3.1660396e+00,-1.4057780e+01,-1.0820164e+01,-4.0834721e+00, 4.2248276e+00, 2.3319790e+01, 1.9205586e+01,-5.8371751e+00,-2.4537757e+00, 1.3245176e+01,-1.5016471e+01, 1.9871744e+01, 2.0591718e+01, 1.0807620e+01, 5.5759911e+00, 9.8096220e+00,-3.6539097e+00, 3.6238549e+00, 2.0192177e+01, 3.4669223e+00,-5.6556005e-01
1.5455517e-01,-1.3135938e+01,-1.0641920e+01,-7.2394675e+00,-1.2175718e+01, 1.4882165e+01, 1.5760004e+01, 0.0000000e+00,-3.9956891e+00,-1.8518689e+01,-6.9903287e+00,-1.1815463e+01,-2.2332507e+01, 2.4535944e+01,-2.4351807e+01,-2.0597402e+01, 1.5561491e+01,-3.4518881e-02, 2.0964359e+01, 5.5419444e+00, 2.0809118e+01, 2.2994986e+01,-1.9252945e+01, 1.1104149e+01, 2.6941203e+01,-2.3638662e+01,-2.0474857e+00,-3.5884465e+00,-2.1203121e+01, 2.3349421e+01,-5.3514787e+00,-2.6197959e+01,-2.3818622e+01,-5.2729094e+00, 2.1946778e+01, 1.3561953e+01,-2.4382037e+01, 1.6691205e+00,-1.1807995e+01,-1.1216284e+01,-5.7834459e-01, 3.1257413e+00, 7.9114831e+00, 9.3787202e+00, 9.6296403e+00, 1.2681397e+01, 8.9885866e+00, 8.9874041e+00, 2.9084377e+00,-1.3950047e+00
-1.1832377e+01, 2.2242718e+01, 1.6158619e+01, 1.6665262e+01, 8.1537012e+00,-2.7559423e+01,-2.5787334e+01,-3.9956891e+00, 0.0000000e+00, 1.1996897e+01, 1.0058081e+01,-2.3811062e+01,-2.2988949e+01, 1.3447640e+01, 1.9934310e+01,-1.6198426e+01, 1.5910201e+01,-1.6091457e+01, 5.0629467e-04, 1.7873277e+01, 5.6446904e-01,-8.4100729e+00, 1.7127284e+01, 2.0133872e+01, 1.5290801e+01,-1.5598930e+01, 3.2489091e+00, 1.1082663e+01,-9.1590388e+00,-3.9749542e+00, 4.8551205e+00, 1.7707951e+01, 1.3067837e+01, 4.9445882e+00,-1.9760059e+01,-1.5778566e+01, 1.1115267e+01,-3.3742319e+00,-1.9492651e+01, 1.8160946e+01,-1.8867739e+01,-1.8991291e+01,-7.3271147e+00,-4.5764371e+00,-6.8143636e+00, 2.4325170e+00, 1.3396593e+00,-1.7889240e+01,-7.1500225e+00,-3.2913442e+00
-1.5563506e+01, 3.4009913e+01, 3.4240255e+01, 3.0055667e+01, 2.4716005e+01,-2.1011743e+01,-1.9341530e+01,-1.8518689e+01, 1.1996897e+01, 0.0000000e+00, 2.5872104e+01, 8.7053951e-01,-7.3792640e+00,-1.3775752e+01, 1.9055650e+01, 9.5668892e+00, 2.1052663e+01,-8.3364686e+00, 9.7562016e-01, 7.7939856e+00, 1.5524422e+01,-5.0711089e-01, 2.6172833e+01, 1.1742222e+01,-5.2201254e+00, 2.6804865e+00, 1.5720418e+01, 2.0805805e+01, 2.3363528e+00,-1.1636526e+01, 1.4768414e+01, 1.6338565e+01, 1.6237003e+01, 4.0677443e+00,-2.1444131e+01,-1.6846278e+01, 1.1235198e+01,-5.4865733e+00,-1.5824412e+01, 1.8744125e+01,-1.5119162e+01,-1.6355067e+01,-5.5382049e+00,-1.5194859e+01,-2.0682020e+01,-9.5793879e+00,-5.2672490e+00,-1.4484051e+01,-1.0203275e+01,-2.9244134e+00
